patch_mask8\origin\hist26\image1.mha patch_mask8\label26\image1.mha
patch_mask8\origin\hist26\image84.mha patch_mask8\label26\image84.mha
patch_mask8\origin\hist26\image85.mha patch_mask8\label26\image85.mha
patch_mask8\origin\hist26\image86.mha patch_mask8\label26\image86.mha
patch_mask8\origin\hist26\image87.mha patch_mask8\label26\image87.mha
patch_mask8\origin\hist26\image88.mha patch_mask8\label26\image88.mha
patch_mask8\origin\hist26\image89.mha patch_mask8\label26\image89.mha
patch_mask8\origin\hist26\image90.mha patch_mask8\label26\image90.mha
patch_mask8\origin\hist26\image91.mha patch_mask8\label26\image91.mha
patch_mask8\origin\hist26\image92.mha patch_mask8\label26\image92.mha
patch_mask8\origin\hist26\image93.mha patch_mask8\label26\image93.mha
patch_mask8\origin\hist26\image94.mha patch_mask8\label26\image94.mha
patch_mask8\origin\hist26\image95.mha patch_mask8\label26\image95.mha
patch_mask8\origin\hist26\image96.mha patch_mask8\label26\image96.mha
patch_mask8\origin\hist26\image97.mha patch_mask8\label26\image97.mha
patch_mask8\origin\hist26\image98.mha patch_mask8\label26\image98.mha
patch_mask8\origin\hist26\image99.mha patch_mask8\label26\image99.mha
patch_mask8\origin\hist26\image100.mha patch_mask8\label26\image100.mha
patch_mask8\origin\hist27\image1.mha patch_mask8\label27\image1.mha
patch_mask8\origin\hist27\image2.mha patch_mask8\label27\image2.mha
patch_mask8\origin\hist27\image3.mha patch_mask8\label27\image3.mha
patch_mask8\origin\hist27\image4.mha patch_mask8\label27\image4.mha
patch_mask8\origin\hist27\image5.mha patch_mask8\label27\image5.mha
patch_mask8\origin\hist27\image6.mha patch_mask8\label27\image6.mha
patch_mask8\origin\hist27\image7.mha patch_mask8\label27\image7.mha
patch_mask8\origin\hist27\image8.mha patch_mask8\label27\image8.mha
patch_mask8\origin\hist27\image9.mha patch_mask8\label27\image9.mha
patch_mask8\origin\hist27\image10.mha patch_mask8\label27\image10.mha
patch_mask8\origin\hist27\image11.mha patch_mask8\label27\image11.mha
patch_mask8\origin\hist27\image12.mha patch_mask8\label27\image12.mha
patch_mask8\origin\hist27\image13.mha patch_mask8\label27\image13.mha
patch_mask8\origin\hist27\image14.mha patch_mask8\label27\image14.mha
patch_mask8\origin\hist27\image15.mha patch_mask8\label27\image15.mha
patch_mask8\origin\hist27\image16.mha patch_mask8\label27\image16.mha
patch_mask8\origin\hist27\image17.mha patch_mask8\label27\image17.mha
patch_mask8\origin\hist27\image18.mha patch_mask8\label27\image18.mha
patch_mask8\origin\hist27\image19.mha patch_mask8\label27\image19.mha
patch_mask8\origin\hist27\image20.mha patch_mask8\label27\image20.mha
patch_mask8\origin\hist27\image21.mha patch_mask8\label27\image21.mha
patch_mask8\origin\hist27\image22.mha patch_mask8\label27\image22.mha
patch_mask8\origin\hist27\image23.mha patch_mask8\label27\image23.mha
patch_mask8\origin\hist27\image24.mha patch_mask8\label27\image24.mha
patch_mask8\origin\hist27\image25.mha patch_mask8\label27\image25.mha
patch_mask8\origin\hist27\image26.mha patch_mask8\label27\image26.mha
patch_mask8\origin\hist27\image27.mha patch_mask8\label27\image27.mha
patch_mask8\origin\hist27\image28.mha patch_mask8\label27\image28.mha
patch_mask8\origin\hist27\image29.mha patch_mask8\label27\image29.mha
patch_mask8\origin\hist27\image30.mha patch_mask8\label27\image30.mha
patch_mask8\origin\hist27\image31.mha patch_mask8\label27\image31.mha
patch_mask8\origin\hist27\image32.mha patch_mask8\label27\image32.mha
patch_mask8\origin\hist27\image33.mha patch_mask8\label27\image33.mha
patch_mask8\origin\hist27\image34.mha patch_mask8\label27\image34.mha
patch_mask8\origin\hist27\image35.mha patch_mask8\label27\image35.mha
patch_mask8\origin\hist27\image36.mha patch_mask8\label27\image36.mha
patch_mask8\origin\hist27\image37.mha patch_mask8\label27\image37.mha
patch_mask8\origin\hist27\image38.mha patch_mask8\label27\image38.mha
patch_mask8\origin\hist27\image39.mha patch_mask8\label27\image39.mha
patch_mask8\origin\hist27\image40.mha patch_mask8\label27\image40.mha
patch_mask8\origin\hist27\image41.mha patch_mask8\label27\image41.mha
patch_mask8\origin\hist27\image42.mha patch_mask8\label27\image42.mha
patch_mask8\origin\hist27\image43.mha patch_mask8\label27\image43.mha
patch_mask8\origin\hist27\image44.mha patch_mask8\label27\image44.mha
patch_mask8\origin\hist27\image45.mha patch_mask8\label27\image45.mha
patch_mask8\origin\hist27\image46.mha patch_mask8\label27\image46.mha
patch_mask8\origin\hist27\image47.mha patch_mask8\label27\image47.mha
patch_mask8\origin\hist27\image48.mha patch_mask8\label27\image48.mha
patch_mask8\origin\hist27\image49.mha patch_mask8\label27\image49.mha
patch_mask8\origin\hist27\image50.mha patch_mask8\label27\image50.mha
patch_mask8\origin\hist27\image51.mha patch_mask8\label27\image51.mha
patch_mask8\origin\hist27\image52.mha patch_mask8\label27\image52.mha
patch_mask8\origin\hist27\image53.mha patch_mask8\label27\image53.mha
patch_mask8\origin\hist27\image54.mha patch_mask8\label27\image54.mha
patch_mask8\origin\hist27\image55.mha patch_mask8\label27\image55.mha
patch_mask8\origin\hist27\image56.mha patch_mask8\label27\image56.mha
patch_mask8\origin\hist27\image57.mha patch_mask8\label27\image57.mha
patch_mask8\origin\hist27\image58.mha patch_mask8\label27\image58.mha
patch_mask8\origin\hist27\image59.mha patch_mask8\label27\image59.mha
patch_mask8\origin\hist27\image60.mha patch_mask8\label27\image60.mha
patch_mask8\origin\hist27\image61.mha patch_mask8\label27\image61.mha
patch_mask8\origin\hist27\image62.mha patch_mask8\label27\image62.mha
patch_mask8\origin\hist27\image63.mha patch_mask8\label27\image63.mha
patch_mask8\origin\hist27\image64.mha patch_mask8\label27\image64.mha
patch_mask8\origin\hist27\image65.mha patch_mask8\label27\image65.mha
patch_mask8\origin\hist27\image66.mha patch_mask8\label27\image66.mha
patch_mask8\origin\hist27\image67.mha patch_mask8\label27\image67.mha
patch_mask8\origin\hist27\image68.mha patch_mask8\label27\image68.mha
patch_mask8\origin\hist27\image69.mha patch_mask8\label27\image69.mha
patch_mask8\origin\hist27\image70.mha patch_mask8\label27\image70.mha
patch_mask8\origin\hist27\image71.mha patch_mask8\label27\image71.mha
patch_mask8\origin\hist27\image72.mha patch_mask8\label27\image72.mha
patch_mask8\origin\hist27\image73.mha patch_mask8\label27\image73.mha
patch_mask8\origin\hist27\image74.mha patch_mask8\label27\image74.mha
patch_mask8\origin\hist27\image75.mha patch_mask8\label27\image75.mha
patch_mask8\origin\hist27\image76.mha patch_mask8\label27\image76.mha
patch_mask8\origin\hist27\image77.mha patch_mask8\label27\image77.mha
patch_mask8\origin\hist27\image78.mha patch_mask8\label27\image78.mha
patch_mask8\origin\hist27\image79.mha patch_mask8\label27\image79.mha
patch_mask8\origin\hist27\image80.mha patch_mask8\label27\image80.mha
patch_mask8\origin\hist27\image81.mha patch_mask8\label27\image81.mha
patch_mask8\origin\hist27\image82.mha patch_mask8\label27\image82.mha
patch_mask8\origin\hist27\image83.mha patch_mask8\label27\image83.mha
patch_mask8\origin\hist27\image84.mha patch_mask8\label27\image84.mha
patch_mask8\origin\hist27\image85.mha patch_mask8\label27\image85.mha
patch_mask8\origin\hist27\image86.mha patch_mask8\label27\image86.mha
patch_mask8\origin\hist27\image87.mha patch_mask8\label27\image87.mha
patch_mask8\origin\hist27\image88.mha patch_mask8\label27\image88.mha
patch_mask8\origin\hist27\image89.mha patch_mask8\label27\image89.mha
patch_mask8\origin\hist27\image90.mha patch_mask8\label27\image90.mha
patch_mask8\origin\hist27\image91.mha patch_mask8\label27\image91.mha
patch_mask8\origin\hist27\image92.mha patch_mask8\label27\image92.mha
patch_mask8\origin\hist27\image93.mha patch_mask8\label27\image93.mha
patch_mask8\origin\hist28\image1.mha patch_mask8\label28\image1.mha
patch_mask8\origin\hist28\image2.mha patch_mask8\label28\image2.mha
patch_mask8\origin\hist28\image3.mha patch_mask8\label28\image3.mha
patch_mask8\origin\hist28\image4.mha patch_mask8\label28\image4.mha
patch_mask8\origin\hist28\image5.mha patch_mask8\label28\image5.mha
patch_mask8\origin\hist28\image6.mha patch_mask8\label28\image6.mha
patch_mask8\origin\hist28\image7.mha patch_mask8\label28\image7.mha
patch_mask8\origin\hist28\image8.mha patch_mask8\label28\image8.mha
patch_mask8\origin\hist28\image9.mha patch_mask8\label28\image9.mha
patch_mask8\origin\hist28\image10.mha patch_mask8\label28\image10.mha
patch_mask8\origin\hist28\image11.mha patch_mask8\label28\image11.mha
patch_mask8\origin\hist28\image12.mha patch_mask8\label28\image12.mha
patch_mask8\origin\hist28\image13.mha patch_mask8\label28\image13.mha
patch_mask8\origin\hist28\image14.mha patch_mask8\label28\image14.mha
patch_mask8\origin\hist28\image15.mha patch_mask8\label28\image15.mha
patch_mask8\origin\hist28\image16.mha patch_mask8\label28\image16.mha
patch_mask8\origin\hist28\image17.mha patch_mask8\label28\image17.mha
patch_mask8\origin\hist28\image18.mha patch_mask8\label28\image18.mha
patch_mask8\origin\hist28\image19.mha patch_mask8\label28\image19.mha
patch_mask8\origin\hist28\image20.mha patch_mask8\label28\image20.mha
patch_mask8\origin\hist28\image21.mha patch_mask8\label28\image21.mha
patch_mask8\origin\hist28\image22.mha patch_mask8\label28\image22.mha
patch_mask8\origin\hist28\image23.mha patch_mask8\label28\image23.mha
patch_mask8\origin\hist28\image24.mha patch_mask8\label28\image24.mha
patch_mask8\origin\hist28\image25.mha patch_mask8\label28\image25.mha
patch_mask8\origin\hist28\image26.mha patch_mask8\label28\image26.mha
patch_mask8\origin\hist28\image27.mha patch_mask8\label28\image27.mha
patch_mask8\origin\hist28\image28.mha patch_mask8\label28\image28.mha
patch_mask8\origin\hist28\image29.mha patch_mask8\label28\image29.mha
patch_mask8\origin\hist28\image30.mha patch_mask8\label28\image30.mha
patch_mask8\origin\hist28\image31.mha patch_mask8\label28\image31.mha
patch_mask8\origin\hist28\image32.mha patch_mask8\label28\image32.mha
patch_mask8\origin\hist28\image33.mha patch_mask8\label28\image33.mha
patch_mask8\origin\hist28\image34.mha patch_mask8\label28\image34.mha
patch_mask8\origin\hist28\image35.mha patch_mask8\label28\image35.mha
patch_mask8\origin\hist28\image36.mha patch_mask8\label28\image36.mha
patch_mask8\origin\hist28\image37.mha patch_mask8\label28\image37.mha
patch_mask8\origin\hist28\image38.mha patch_mask8\label28\image38.mha
patch_mask8\origin\hist28\image39.mha patch_mask8\label28\image39.mha
patch_mask8\origin\hist28\image40.mha patch_mask8\label28\image40.mha
patch_mask8\origin\hist28\image41.mha patch_mask8\label28\image41.mha
patch_mask8\origin\hist28\image42.mha patch_mask8\label28\image42.mha
patch_mask8\origin\hist28\image43.mha patch_mask8\label28\image43.mha
patch_mask8\origin\hist28\image44.mha patch_mask8\label28\image44.mha
patch_mask8\origin\hist28\image45.mha patch_mask8\label28\image45.mha
patch_mask8\origin\hist28\image46.mha patch_mask8\label28\image46.mha
patch_mask8\origin\hist28\image47.mha patch_mask8\label28\image47.mha
patch_mask8\origin\hist28\image48.mha patch_mask8\label28\image48.mha
patch_mask8\origin\hist28\image49.mha patch_mask8\label28\image49.mha
patch_mask8\origin\hist28\image50.mha patch_mask8\label28\image50.mha
patch_mask8\origin\hist28\image51.mha patch_mask8\label28\image51.mha
patch_mask8\origin\hist28\image52.mha patch_mask8\label28\image52.mha
patch_mask8\origin\hist28\image53.mha patch_mask8\label28\image53.mha
patch_mask8\origin\hist28\image54.mha patch_mask8\label28\image54.mha
patch_mask8\origin\hist28\image55.mha patch_mask8\label28\image55.mha
patch_mask8\origin\hist28\image56.mha patch_mask8\label28\image56.mha
patch_mask8\origin\hist28\image57.mha patch_mask8\label28\image57.mha
patch_mask8\origin\hist28\image58.mha patch_mask8\label28\image58.mha
patch_mask8\origin\hist28\image59.mha patch_mask8\label28\image59.mha
patch_mask8\origin\hist28\image60.mha patch_mask8\label28\image60.mha
patch_mask8\origin\hist28\image61.mha patch_mask8\label28\image61.mha
patch_mask8\origin\hist28\image62.mha patch_mask8\label28\image62.mha
patch_mask8\origin\hist28\image63.mha patch_mask8\label28\image63.mha
patch_mask8\origin\hist28\image64.mha patch_mask8\label28\image64.mha
patch_mask8\origin\hist28\image65.mha patch_mask8\label28\image65.mha
patch_mask8\origin\hist28\image66.mha patch_mask8\label28\image66.mha
patch_mask8\origin\hist28\image67.mha patch_mask8\label28\image67.mha
patch_mask8\origin\hist28\image68.mha patch_mask8\label28\image68.mha
patch_mask8\origin\hist28\image69.mha patch_mask8\label28\image69.mha
patch_mask8\origin\hist28\image70.mha patch_mask8\label28\image70.mha
patch_mask8\origin\hist28\image71.mha patch_mask8\label28\image71.mha
patch_mask8\origin\hist28\image72.mha patch_mask8\label28\image72.mha
patch_mask8\origin\hist28\image73.mha patch_mask8\label28\image73.mha
patch_mask8\origin\hist28\image74.mha patch_mask8\label28\image74.mha
patch_mask8\origin\hist28\image75.mha patch_mask8\label28\image75.mha
patch_mask8\origin\hist28\image76.mha patch_mask8\label28\image76.mha
patch_mask8\origin\hist28\image77.mha patch_mask8\label28\image77.mha
patch_mask8\origin\hist29\image1.mha patch_mask8\label29\image1.mha
patch_mask8\origin\hist29\image2.mha patch_mask8\label29\image2.mha
patch_mask8\origin\hist29\image3.mha patch_mask8\label29\image3.mha
patch_mask8\origin\hist29\image4.mha patch_mask8\label29\image4.mha
patch_mask8\origin\hist29\image5.mha patch_mask8\label29\image5.mha
patch_mask8\origin\hist29\image6.mha patch_mask8\label29\image6.mha
patch_mask8\origin\hist29\image7.mha patch_mask8\label29\image7.mha
patch_mask8\origin\hist29\image8.mha patch_mask8\label29\image8.mha
patch_mask8\origin\hist29\image9.mha patch_mask8\label29\image9.mha
patch_mask8\origin\hist29\image10.mha patch_mask8\label29\image10.mha
patch_mask8\origin\hist29\image11.mha patch_mask8\label29\image11.mha
patch_mask8\origin\hist29\image12.mha patch_mask8\label29\image12.mha
patch_mask8\origin\hist29\image13.mha patch_mask8\label29\image13.mha
patch_mask8\origin\hist29\image14.mha patch_mask8\label29\image14.mha
patch_mask8\origin\hist29\image15.mha patch_mask8\label29\image15.mha
patch_mask8\origin\hist29\image16.mha patch_mask8\label29\image16.mha
patch_mask8\origin\hist29\image17.mha patch_mask8\label29\image17.mha
patch_mask8\origin\hist29\image18.mha patch_mask8\label29\image18.mha
patch_mask8\origin\hist29\image19.mha patch_mask8\label29\image19.mha
patch_mask8\origin\hist29\image20.mha patch_mask8\label29\image20.mha
patch_mask8\origin\hist29\image21.mha patch_mask8\label29\image21.mha
patch_mask8\origin\hist29\image22.mha patch_mask8\label29\image22.mha
patch_mask8\origin\hist29\image23.mha patch_mask8\label29\image23.mha
patch_mask8\origin\hist29\image24.mha patch_mask8\label29\image24.mha
patch_mask8\origin\hist29\image25.mha patch_mask8\label29\image25.mha
patch_mask8\origin\hist29\image26.mha patch_mask8\label29\image26.mha
patch_mask8\origin\hist29\image27.mha patch_mask8\label29\image27.mha
patch_mask8\origin\hist29\image28.mha patch_mask8\label29\image28.mha
patch_mask8\origin\hist29\image29.mha patch_mask8\label29\image29.mha
patch_mask8\origin\hist29\image30.mha patch_mask8\label29\image30.mha
patch_mask8\origin\hist29\image31.mha patch_mask8\label29\image31.mha
patch_mask8\origin\hist29\image32.mha patch_mask8\label29\image32.mha
patch_mask8\origin\hist29\image33.mha patch_mask8\label29\image33.mha
patch_mask8\origin\hist29\image34.mha patch_mask8\label29\image34.mha
patch_mask8\origin\hist29\image35.mha patch_mask8\label29\image35.mha
patch_mask8\origin\hist29\image36.mha patch_mask8\label29\image36.mha
patch_mask8\origin\hist29\image37.mha patch_mask8\label29\image37.mha
patch_mask8\origin\hist29\image38.mha patch_mask8\label29\image38.mha
patch_mask8\origin\hist29\image39.mha patch_mask8\label29\image39.mha
patch_mask8\origin\hist29\image40.mha patch_mask8\label29\image40.mha
patch_mask8\origin\hist29\image41.mha patch_mask8\label29\image41.mha
patch_mask8\origin\hist29\image42.mha patch_mask8\label29\image42.mha
patch_mask8\origin\hist29\image43.mha patch_mask8\label29\image43.mha
patch_mask8\origin\hist29\image44.mha patch_mask8\label29\image44.mha
patch_mask8\origin\hist29\image45.mha patch_mask8\label29\image45.mha
patch_mask8\origin\hist29\image46.mha patch_mask8\label29\image46.mha
patch_mask8\origin\hist29\image47.mha patch_mask8\label29\image47.mha
patch_mask8\origin\hist29\image48.mha patch_mask8\label29\image48.mha
patch_mask8\origin\hist29\image49.mha patch_mask8\label29\image49.mha
patch_mask8\origin\hist29\image50.mha patch_mask8\label29\image50.mha
patch_mask8\origin\hist29\image51.mha patch_mask8\label29\image51.mha
patch_mask8\origin\hist29\image52.mha patch_mask8\label29\image52.mha
patch_mask8\origin\hist29\image53.mha patch_mask8\label29\image53.mha
patch_mask8\origin\hist29\image54.mha patch_mask8\label29\image54.mha
patch_mask8\origin\hist29\image55.mha patch_mask8\label29\image55.mha
patch_mask8\origin\hist29\image56.mha patch_mask8\label29\image56.mha
patch_mask8\origin\hist29\image57.mha patch_mask8\label29\image57.mha
patch_mask8\origin\hist29\image58.mha patch_mask8\label29\image58.mha
patch_mask8\origin\hist29\image59.mha patch_mask8\label29\image59.mha
patch_mask8\origin\hist29\image60.mha patch_mask8\label29\image60.mha
patch_mask8\origin\hist29\image61.mha patch_mask8\label29\image61.mha
patch_mask8\origin\hist29\image62.mha patch_mask8\label29\image62.mha
patch_mask8\origin\hist29\image63.mha patch_mask8\label29\image63.mha
patch_mask8\origin\hist29\image64.mha patch_mask8\label29\image64.mha
patch_mask8\origin\hist29\image65.mha patch_mask8\label29\image65.mha
patch_mask8\origin\hist29\image66.mha patch_mask8\label29\image66.mha
patch_mask8\origin\hist29\image67.mha patch_mask8\label29\image67.mha
patch_mask8\origin\hist29\image68.mha patch_mask8\label29\image68.mha
patch_mask8\origin\hist29\image69.mha patch_mask8\label29\image69.mha
patch_mask8\origin\hist29\image70.mha patch_mask8\label29\image70.mha
patch_mask8\origin\hist29\image71.mha patch_mask8\label29\image71.mha
patch_mask8\origin\hist29\image72.mha patch_mask8\label29\image72.mha
patch_mask8\origin\hist29\image73.mha patch_mask8\label29\image73.mha
patch_mask8\origin\hist29\image74.mha patch_mask8\label29\image74.mha
patch_mask8\origin\hist29\image75.mha patch_mask8\label29\image75.mha
patch_mask8\origin\hist29\image76.mha patch_mask8\label29\image76.mha
patch_mask8\origin\hist29\image77.mha patch_mask8\label29\image77.mha
patch_mask8\origin\hist29\image78.mha patch_mask8\label29\image78.mha
patch_mask8\origin\hist29\image79.mha patch_mask8\label29\image79.mha
patch_mask8\origin\hist29\image80.mha patch_mask8\label29\image80.mha
patch_mask8\origin\hist29\image81.mha patch_mask8\label29\image81.mha
patch_mask8\origin\hist29\image82.mha patch_mask8\label29\image82.mha
patch_mask8\origin\hist29\image83.mha patch_mask8\label29\image83.mha
patch_mask8\origin\hist29\image84.mha patch_mask8\label29\image84.mha
patch_mask8\origin\hist29\image85.mha patch_mask8\label29\image85.mha
patch_mask8\origin\hist30\image1.mha patch_mask8\label30\image1.mha
patch_mask8\origin\hist30\image2.mha patch_mask8\label30\image2.mha
patch_mask8\origin\hist30\image3.mha patch_mask8\label30\image3.mha
patch_mask8\origin\hist30\image4.mha patch_mask8\label30\image4.mha
patch_mask8\origin\hist30\image5.mha patch_mask8\label30\image5.mha
patch_mask8\origin\hist30\image6.mha patch_mask8\label30\image6.mha
patch_mask8\origin\hist30\image7.mha patch_mask8\label30\image7.mha
patch_mask8\origin\hist30\image8.mha patch_mask8\label30\image8.mha
patch_mask8\origin\hist30\image9.mha patch_mask8\label30\image9.mha
patch_mask8\origin\hist30\image10.mha patch_mask8\label30\image10.mha
patch_mask8\origin\hist30\image11.mha patch_mask8\label30\image11.mha
patch_mask8\origin\hist30\image12.mha patch_mask8\label30\image12.mha
patch_mask8\origin\hist30\image13.mha patch_mask8\label30\image13.mha
patch_mask8\origin\hist30\image14.mha patch_mask8\label30\image14.mha
patch_mask8\origin\hist30\image15.mha patch_mask8\label30\image15.mha
patch_mask8\origin\hist30\image16.mha patch_mask8\label30\image16.mha
patch_mask8\origin\hist30\image17.mha patch_mask8\label30\image17.mha
patch_mask8\origin\hist30\image18.mha patch_mask8\label30\image18.mha
patch_mask8\origin\hist30\image19.mha patch_mask8\label30\image19.mha
patch_mask8\origin\hist30\image20.mha patch_mask8\label30\image20.mha
patch_mask8\origin\hist30\image21.mha patch_mask8\label30\image21.mha
patch_mask8\origin\hist30\image22.mha patch_mask8\label30\image22.mha
patch_mask8\origin\hist30\image23.mha patch_mask8\label30\image23.mha
patch_mask8\origin\hist30\image24.mha patch_mask8\label30\image24.mha
patch_mask8\origin\hist30\image25.mha patch_mask8\label30\image25.mha
patch_mask8\origin\hist30\image26.mha patch_mask8\label30\image26.mha
patch_mask8\origin\hist30\image27.mha patch_mask8\label30\image27.mha
patch_mask8\origin\hist30\image28.mha patch_mask8\label30\image28.mha
patch_mask8\origin\hist30\image29.mha patch_mask8\label30\image29.mha
patch_mask8\origin\hist30\image30.mha patch_mask8\label30\image30.mha
patch_mask8\origin\hist30\image31.mha patch_mask8\label30\image31.mha
patch_mask8\origin\hist30\image32.mha patch_mask8\label30\image32.mha
patch_mask8\origin\hist30\image33.mha patch_mask8\label30\image33.mha
patch_mask8\origin\hist30\image34.mha patch_mask8\label30\image34.mha
patch_mask8\origin\hist30\image35.mha patch_mask8\label30\image35.mha
patch_mask8\origin\hist30\image36.mha patch_mask8\label30\image36.mha
patch_mask8\origin\hist30\image37.mha patch_mask8\label30\image37.mha
patch_mask8\origin\hist30\image38.mha patch_mask8\label30\image38.mha
patch_mask8\origin\hist30\image39.mha patch_mask8\label30\image39.mha
patch_mask8\origin\hist30\image40.mha patch_mask8\label30\image40.mha
patch_mask8\origin\hist30\image41.mha patch_mask8\label30\image41.mha
patch_mask8\origin\hist30\image42.mha patch_mask8\label30\image42.mha
patch_mask8\origin\hist30\image43.mha patch_mask8\label30\image43.mha
patch_mask8\origin\hist30\image44.mha patch_mask8\label30\image44.mha
